(-293831776,734966394)
(181218467,-757109951)
(691285673,708242902)
(260261864,-867539945)
(-71866236,-856435663)
(-526402268,-286073448)
(-429656364,-665397274)
(36896588,-122989025)
(-446788206,518963295)
(469248085,-715939455)
(258962987,-863210355)
(912261487,-254791823)
(-12051768,-155224340)
(16779299,-934871464)
(-245035104,-72020202)
(281595575,-542634017)
(26530117,782290945)
(-353611976,-486603576)
(297691739,-992306195)
(57661721,-192206135)
(152975207,-509917755)
(605395906,-189830324)
(-571317364,-290268748)
(468671471,-305259805)
(79369920,264734435)
(-579420864,501723279)
(295921184,-986404345)
(22374347,-74581555)
(16711826,-55706485)
(-532045015,956175611)
(127774463,-425915275)
(201881825,-672939815)
(-221264887,-899610406)
(-447712659,830779863)
(-305916762,-426203996)
(778822208,-998432888)
(277560097,-961792840)
(-673569295,487634639)
(120513683,-401712675)
(463235312,-483981544)
(645991214,158559781)
(-5617612,999326993)
(42638168,-142127625)
(115363160,-384544265)
(107922770,-359742965)
(5328398,-17761725)
(646473808,-236641862)
(-880725061,-124236317)
(279370532,-931235505)
(133315118,-672916040)
(246461270,-821537965)
(173939454,643900268)
(-3088075,767301502)
(127919849,-426399895)
(246162269,-820541295)
(-554686992,-994327370)
(813395454,200928388)
(141781292,-472604705)
(52156763,-173856275)
(119732336,-399108185)
(255238610,-850795765)
(400097809,-55815074)
(90066188,-300221025)
(637682831,-439433581)
(743694909,126128939)
(749928618,-933632108)
(-669094393,-227268362)
(31476704,-788996478)
(-313564053,-797767954)
(-951936976,-735691934)
(139814963,-466050275)
(159548321,-531828135)
(107234207,-357447755)
(257754149,-859180895)
(654422227,474334216)
(-932314564,-9104724)
(233203969,15710390)
(859232229,-460117647)
(741730395,-697800857)
(-581643091,-445955005)
(-801330494,609385686)
(2917568,-9725625)
(76595234,-255317845)
(-758275498,146737734)
(259632530,-865442165)
(860068053,617986752)
(282183707,-940612755)
(32813201,-109377735)
(269103284,-897011345)
(-193853647,646178425)
(518564703,-942246063)
(-644841456,-866132253)
(73370228,-244567825)
(295108826,-983696485)
(631617091,992446796)
(853855541,-758984210)
(-68334861,-957041268)
(449433360,919973863)
(222819023,-742730475)
(96858854,-322863245)
(106375472,-354585305)
(-69800031,-791279814)
(954138074,434013127)
(-307119830,-512985672)
(-901891255,-557573805)
(520843716,931390536)
(823827966,-58220769)
(241670855,-805569915)
(-793140842,-199183503)
(-492246682,-571149046)
(86265209,-287551095)
(813014127,924522386)
(-762309530,444770358)
(236147684,-787159345)
(61730246,-205767885)
(216468227,-721561155)
(251735936,-839120185)
(-846143122,429525753)
(200671101,-749460932)
(270777776,-902592985)
(562147269,824247048)
(683157374,630105119)
(-818341556,-440259587)
(245635549,-907015636)
(24149678,-80499325)
(-914639577,-677333024)
(588977998,516820627)
(-426286398,745143153)
(251885946,-349303939)
(219153359,-730511595)
(761021997,188047984)
(278343107,-927810755)
(236298188,-787661025)
(-570320739,-315777913)
(785176885,11069871)
(257059616,780783861)
(-692209235,-359320071)
(868291613,-381050881)
(310515484,-188498213)
(-211225638,886639881)
(165467702,-551559405)
(161816498,-539388725)
(167444726,-558149485)
(17894882,-949453526)
(-964560257,-222152022)
(146127467,-487091955)
(20550918,-925786501)
(764596654,273353592)
(273759978,-255109128)
(-78008051,721958281)
(135478064,-451593945)
(53680202,751739651)
(-641303249,-482278982)
(-671862418,-552088585)
(308418262,606155844)
(875392424,785296517)
(-622160486,291102670)
(899194103,-479645729)
(291413441,-971378535)
(95995763,733007328)
(362321398,-759275566)
(883822763,446206839)
(58469939,-194900195)
(57874196,81000105)
(52858145,-176194215)
(638641824,-301421602)
(219132386,-730441685)
(660282550,332831460)
(-960160137,860768494)
(280240937,-934136855)
(-782853387,689089840)
(676683384,-135342890)
(257975465,-859918615)
(184804217,-616014455)
(-220032025,733439685)
(231957626,-773192485)
(46783016,-155943785)
(713936915,-817622207)
(-457104484,258926685)
(-435708872,-636653487)
(278760332,-929201505)
(-260066854,603820817)
(289566086,-130401878)
(642830674,173796605)
(-512368474,396420441)
(-49097881,163659205)
(342383721,223024787)
(144428567,-481428955)
(-635730629,192357052)
(-836214452,-56624968)
(129867242,-432891205)
(-697614904,-940357294)
(216652592,-722175705)
(631322758,-60106682)
(-119857840,-427607501)
(29769386,-99231685)
(254539388,-848465025)
(191176529,-637255495)
(-137260493,-479987392)
(547791161,-277005553)
(22045736,-73486185)
(112803701,-376012735)
(154338275,-514461315)
(216490511,-721635435)
(-581689068,-360497593)
(-182161773,830491722)
(140444612,-468149105)
(416989553,165026322)
(84272358,-723175134)
(-825388754,159503058)
(-914036332,-606665029)
(896593248,-638915588)
(158064086,-526880685)
(-575248980,-845024921)
(931146407,-459797421)
(-58390370,-332560505)
(-238525008,938420943)
(-520978252,410824973)
(463528683,778981481)
(266990437,153034208)
(188644013,-628813775)
(-800360631,901031902)
(828973692,-395910792)
(-201352515,66921771)
(713319735,651018369)
(85874237,-286247855)
(-842678128,91164433)
(117696142,331356523)
(99182984,-330610345)
(40598954,-135330245)
(-143561252,-928888529)
(-629373132,-430995000)
(136446530,-454822165)
(-646912563,159237240)
(574383269,252072000)
(-731184589,-167949240)
(-835122160,-115498120)
(60797846,-202659885)
(-120353024,-974277812)
(-332684935,-8283111)
(-824305146,99515471)
(210583589,-701945695)
(102488657,-341629255)
(242957267,-809857955)
(-759307233,-978275695)
(-995675203,-158464602)
(-10268826,-237173495)
(906411750,-506031007)
(122911916,-409706785)
(285099485,-950332015)
(72100640,-240335865)
(-110490496,-523467980)
(53558753,-178529575)
(-538185563,-777714627)
(711912156,-37199050)
(792861867,691721155)
(82339424,-274465145)
(1264538,-4215525)
(275312588,-917709025)
(160613102,-535377405)
(890894606,-294467390)
(56439497,-188132055)
(-590966074,-988544372)
(-12599,240171014)
(-882430460,476243586)
(-163893640,379314229)
(-580633683,-860864340)
(440474035,-27912894)
(168034124,-560114145)
(909663087,-134674275)
(-152805472,88154025)
(518715647,-958741798)
(137253494,-457512045)
(75071966,-250240285)
(-400430738,696990252)
(-150006484,105174461)
(231292418,-770975125)
(-592686189,914706509)
(285179441,-950598535)
(-495819404,-346100116)
(566430733,-604061987)
(-874408609,954741565)
(-302076950,608763782)
(186943997,684091892)
(479987217,315160220)
(-312825794,-962851885)
(273861908,-912873425)
(-274599375,840289973)
(488599377,985274155)
(198603222,-188982909)
(266217550,-358988625)
(434202762,-621034598)
(409068875,990982013)
(136236629,-454122495)
(361244885,-620742623)
(180794210,-602647765)
(147863780,-492879665)
(5859215,-19531115)
(253367015,-844557115)
(-776612384,877216258)
(263776018,-604031600)
(136610784,840019301)
(88470932,-294903505)
(582626093,166339709)
(-145056275,-663678807)
(-660360957,783659067)
(-311226349,-20961846)
(12251149,-857992044)
(-556879728,220737490)
(257483042,-858277205)
(25108565,-491862699)
(34229549,-114098895)
(54707805,102034119)
(-419689544,847838751)
(244995299,-816651395)
(216726424,999988628)
(677721880,772551259)
(274917943,-101855779)
(-209686981,-95420247)
(683921734,-232506501)
(255691598,-852305725)
(959963536,823467323)
(-342731217,-155718116)
(23750858,-79169925)
(149449094,-13173138)
(131134256,-437114585)
(395587700,-671118756)
(244111839,671936595)
(51313310,-171044765)
(-877571953,-6111866)
(-795568788,-525852609)
(299428463,-998095275)
(957016620,447322827)
(-122774230,409247035)
(-464520047,165750109)
(23984660,996310196)
(-574049401,-383322952)
(112766807,-375889755)
(36908594,-123029045)
(567379630,-943851683)
(-760786851,389979189)
(645759905,635136239)
(3646358,-12154925)
(145155788,-483853025)
(36440006,-121467085)
(806332601,-516663525)
(239386634,-797955845)
(218200952,-66126567)
(86845085,-289484015)
(-547140495,-894501379)
(-513626398,-523564832)
(85596293,-285321375)
(-954702943,-174348138)
(-395109188,-294099763)
(-940087478,363048183)
(-632481057,964309916)
(161112635,-537042515)
(249006140,-830020865)
(162588833,-541963175)
(-447836152,-373781771)
(-502756919,643125677)
(46855867,846432261)
(281741021,34338489)
(266529089,-888430695)
(201536783,-671789675)
(40537520,-135125465)
(-984316527,972582738)
(204684737,-682282855)
(-762225815,759905451)
(55417841,-184726535)
(-982137360,68248454)
(563685699,-428437760)
(493344166,772434629)
(-871705803,211744160)
(7886519,-610280727)
(-976496447,627916654)
(76027934,-253426845)
(-236753154,657091157)
(614936600,-82405914)
(272190050,-907300565)
(44002622,-146675805)
(-895131950,-296997355)
(256313855,-854379915)
(-463660963,593923655)
(121387226,-404624485)
(-381956219,-946564124)
(268910081,-896367335)
(38405507,-128018755)
(193770698,-645902725)
(37386818,-124623125)
(43746884,-145823345)
(430906468,-98883159)
(-726908630,11171496)
(38896010,-129653765)
(-261757853,-995780414)
(228018572,-760062305)
(-932542197,-864148243)
(57261869,-190873295)
(-268599841,336188130)
(659129705,-244353742)
(78391238,-261304525)
(-866470963,-784014235)
(-420986747,719087608)
(880171029,-786306197)
(-76118566,116661267)
(239949512,-66364595)
(52210939,-767309730)
(136828469,-456095295)
(-731367887,-496048053)
(-566447811,-191119249)
(-432786012,-636279791)
(140802752,-469342905)
(132150623,-440502475)
(-165131496,827066441)
(205597112,-685324105)
(418342860,350617697)
(166090262,-553634605)
(-931208546,-620171131)
(75364172,-251214305)
(-10718396,-749368695)
(-634967870,-975578707)
(861191586,521114360)
(547039341,408947262)
(193079801,194278887)
(249737606,-832459085)
(-74031945,76527738)
(-134519696,606331857)
(-399276030,-58490699)
(237975898,-275163115)
(59847827,-199493155)
(721671413,340656319)
(185840093,-619467375)
(139015193,-463384375)
(601091167,152281148)
(-236918196,686325563)
(947468307,867671231)
(-281596285,-344960629)
(184019663,-613399275)
(39729311,-132431435)
(-908833328,-75617556)
(136756253,-455854575)
(-530165275,-773492050)
(70076177,-233587655)
(115870817,-386236455)
(357259638,485088542)
(281878630,255169898)
(-344975013,-667417460)
(-66319881,-601899443)
(3232673,-10775975)
(-549802708,-35177581)
(157365779,-524552995)
(119099681,-396999335)
(654131840,-824135143)
(-507004807,618441141)
(-228658303,762193945)
(190201550,-634005565)
(646798891,791935981)
(86274083,-287580675)
(202574441,-675248535)
(545957419,165426742)
(883427412,-195840620)
(687451837,-620580438)
(39307616,-131025785)
(255248546,-850828885)
(523772462,797920933)
(655379422,-489814929)
(381228843,846160650)
(-765403613,438216959)
(-684962653,-638992170)
(341821398,-799937527)
(863867722,74378010)
(142798256,523982016)
(429391664,144305725)
(950670183,479131339)
(522533118,-324700108)
(259985309,-866618095)
(643007786,190938156)
(-185704018,-292276483)
(722776561,493604096)
(110327862,-681601095)
(275629922,-918766805)
(66710405,-222368415)
(-755881040,196093543)
(-648142536,828947893)
(-688680348,-53723232)
(-144767781,-72901211)
(71665,-648530448)
(-674734839,-461274243)
(100143446,-333811885)
(260070869,-866903295)
(230928635,-769762515)
(239519954,-798400245)
(98068070,-326893965)
(-181084259,-634782381)
(650854094,-902623895)
(-884992664,435301665)
(-851475601,791370558)
(311679281,852514542)
(-545027304,-113813139)
(-823758799,472769094)
(-171745521,-470634223)
(-694772841,84803713)
(47849735,-159499515)
(276110144,-920367545)
(121828676,-406095985)
(-523403684,302622125)
(-558164379,654412126)
(-177628747,592095425)
(64820423,-216068475)
(32166707,-107222755)
(198124910,-660416765)
(7928114,-26427445)
(-916188048,-926866180)
(199291112,-664304105)
(253133804,-843779745)
(-158542272,-4192147)
(701090204,-828618999)
(-853767697,63219168)
(717028348,-861474394)
(335321862,-679201382)
(22681550,-75605565)
(268765853,-895886575)
(174825614,-582752445)
(211877468,-706258625)
(-220934603,-212366221)
(8322359,-27741595)
(256186291,-456167994)
(-327145830,613904124)
(-462281975,-945877266)
(713592783,520430397)
(-384080289,220292812)
(500622399,-189554606)
(-245089637,795713210)
(398518702,822116328)
(517210221,-98687940)
(185221270,-441531883)
(238134317,-793781455)
(-652633719,-990359738)
(745283706,-815245047)
(126202007,-420673755)
(569358625,774378915)
(-664696986,595514531)
(123457721,-411526135)
(566202634,-415930845)
(658392966,-725937642)
(-416279888,-774008046)
(155183432,-517278505)
(14163701,-47212735)
(776965084,-628983171)
(291123919,-353764790)
(95347931,-317826835)
(25178210,-83927765)
(194473667,-648245955)
(166823780,-556079665)
(-984252193,-328040523)
(206357315,-687858115)
(-967764948,764377875)
(40777458,-140648429)
(-640150514,-8433955)
(-130455567,146723472)
(-769114487,-415703122)
(117001048,-885574865)
(83329214,-277764445)
(179706329,-599021495)
(695543,-2318875)
(9816908,-32723425)
(169132928,-563776825)
(208052888,-693510025)
(401861832,-940023289)
(601933272,-516396048)
(-370766408,-305038715)
(23797451,-79325235)
(642876321,-16293555)
(226568090,-755227365)
(-355063485,-87841174)
(224204843,-747349875)
(177007991,-590027035)
(112089584,-373632345)
(427177893,154255412)
(612369085,-32397391)
(-154450621,-753322210)
(-793141008,-429158093)
(835388292,-518686698)
(262340687,-874469355)
(-328868732,356483100)
(291363833,-971213175)
(-457653216,-990328585)
(184269799,459274584)
(19613211,634139142)
(26833766,-89446285)
(-521187750,-195915742)
(81827660,-272759265)
(-754659066,848976670)
(-117804423,332059304)
(154363761,257897918)
(-815872597,106183694)
(4945388,-16485025)
(-418792560,977770917)
(-217371593,170323151)
(261414434,-871381845)
(161731775,-539106315)
(582284517,131785810)
(342955640,-497959927)
(-250811418,-238400374)
(-40296803,-685286935)
(207033878,-690113325)
(146019374,-486731645)
(-700345216,374058232)
(216093017,-720310455)
(619218665,-353122669)
(183615161,-612050935)
(169026059,-563420595)
(127914185,-426381015)
(-984159946,-243984040)
(87452015,-291507115)
(916308601,908740407)
(160380794,-534603045)
(-126367127,513064149)
(-464012708,846474573)
(862536461,-562143582)
(-373994086,-671690851)
(139151978,-463840325)
(298504089,-281342903)
(78263243,-260877875)
(-996666697,899730184)
(72023354,221057202)
(275734355,-919114915)
(843195098,766334697)
(-146464600,488214935)
(13408502,-44695405)
(69729689,-232432695)
(689437925,-198223105)
(713095663,-175771556)
(-468770543,-440404361)
(-771671382,-703303860)
(217134385,593624704)
(89206712,-297356105)
(71292008,-237640425)
(131351708,-21530973)
(745414780,-462043095)
(128513603,-428379075)
(151042877,-503476655)
(264451618,-676226520)
(-931921731,-882470620)
(101963159,-339877595)
(-603227503,-741765991)
(489839140,-330643075)
(81598937,-271996855)
(-177274601,675277479)
(-45150735,-929848231)
(14158244,-47194545)
(137809049,-459363895)
(283413245,-944711215)
(164062411,-445065039)
(-862146573,141262360)
(84738224,-282461145)
(-959642106,437791487)
(7614525,995635165)
(170690096,-568967385)
(-674956031,-246413583)
(936911129,-489498544)
(280850093,-936167375)
(731400220,-683330133)
(198894518,-662982125)
(781552042,375053902)
(-888109061,887947411)
(169522058,-565073925)
(179320928,-597736825)
(-144777927,-948114383)
(14825375,-49418315)
(-10783569,-764264558)
(27176303,-90588075)
(393588831,-220458139)
(-989573462,-479392140)
(245828042,-819427205)
(193556234,-645187845)
(-943823302,980999234)
(41851739,-139506195)
(816678552,-3892132)
(34195118,-113984125)
(135751427,-452505155)
(454466912,-957112698)
(5898638,-19662525)
(579302917,-326546613)
(120653153,-402177575)
(-628680042,-959465915)
(663548778,-405093934)
(-672562280,567588361)
(696543878,189623903)
(-288396079,88361949)
(64440227,-214801155)
(627314703,-649391943)
(292199000,-973997065)
(31373897,-104580055)
(-85461590,-30707825)
(174538718,-581796125)
(115448753,-384829575)
(-547032607,486881639)
(753031789,396619894)
(-19972012,66572975)
(924430468,551136255)
(474892318,600942618)
(102286424,-340955145)
(111423323,-371411475)
(383745484,185507927)
(-896858678,809104472)
(-677373865,-254756560)
(296198948,-987330225)
(245062202,-816874405)
(-163536036,937300348)
(-700271421,882761623)
(94177125,31015198)
(357677042,-78699741)
(-360069242,749022128)
(60871823,-202906475)
(20993546,-69978885)
(-600603279,-829503057)
(222834614,-742782445)
(-853337422,273106718)
(17846462,-59488605)
(-732747101,93713014)
(24497112,836655629)
(146335433,-487785175)
(271518230,-905061165)
(-76324522,488870579)
(410265830,-210595540)
(163227269,-544091295)
(805696591,-291677880)
(286861586,-956205685)
(181816502,-606055405)
(174081794,-580273045)
(407955021,175584660)
(259929605,-866432415)
(-478221527,-142694077)
(1279363,-371919725)
(241126775,-803756315)
(942454919,-249750751)
(72148763,-240496275)
(258574700,-861916065)
(-120002872,112598334)
(-937454481,42663010)
(831331043,646537612)
(80288582,-267629005)
(198738653,-662462575)
(778581415,805735438)
(197788092,243286711)
(97385129,-324617495)
(839908476,-912351258)
(472215956,-66217946)
(452239210,-177112249)
(-915028928,612683044)
(703558533,-913530716)
(250879910,-836266765)
(293593964,-978646945)
(51034247,-170114555)
(217842719,-726142795)
(51556874,-171856645)
(951811258,-414137505)
(297568175,-991894315)
(653354552,-644489775)
(641402145,-701303929)
(28687205,-95624415)
(57712799,-192376395)
(186594599,-621982395)
(137517035,-458390515)
(23821772,-79406305)
(246007889,-820026695)
(888452740,-2960715)
(-445958482,811763253)
(201534029,-671780495)
(-828694678,-477003307)
(273874899,119486119)
(21595994,-71987045)
(99674,-332645)
(-279027006,600079881)
(-800217682,126748316)
(289061904,-499953392)
(4483646,-14945885)
(930764365,-725368655)
(196245518,-654152125)
(29008163,-96694275)
(569165801,60664140)
(-106959855,245575039)
(-45831307,281191894)
(897500138,-924352992)
(-409101432,175485031)
(-275655737,-468408873)
(185303663,-617679275)
(-214357573,714524845)
(623735823,368755046)
(554555588,480416229)
(924543715,-282610938)
(-884695961,790736197)
(467723857,-475520756)
(-660758569,499530811)
(128962352,-429874905)
(-825413295,913891081)
(-271289298,-809154681)
(20169101,-67230735)
(-112366828,374555695)
(-262183192,873943575)
(208725662,-695752605)
(-908186875,-596656189)
(24628811,-82096435)
(61883774,-206279645)
(116593601,226277929)
(287296433,-957655175)
(38602928,-128676825)
(108016358,-360054925)
(-811052851,-304079523)
(268173900,939569345)
(-592987141,650073471)
(231862127,-772874155)
(23019371,-76731635)
(125157449,-936694888)
(101744063,-339147275)
(264514121,-881714135)
(253238180,-844127665)
(-539489237,248413731)
(120961412,-403205105)
(269594363,-898648275)
(242049860,-806833265)
(175504100,-585014065)
(27225698,-90752725)
(-291108456,520687340)
(295134221,452724920)
(-464618382,288115057)
(-118695842,-657861496)
(706825285,861341194)
(684979315,-73204310)
(-41186539,718011368)
(270185048,-900617225)
(792775313,-973147663)
(216187214,-720624445)
(282354773,-941182975)
(253084901,-843616735)
(-190163504,-951052486)
(101092476,-928456258)
(271439763,-266667106)
(-654809557,-385667549)
(41775886,838764132)
(-509254977,780645553)
(43292186,-144307685)
(35650181,-118834335)
(61916555,-206388915)
(56482376,-188274985)
(-209781486,201137880)
(-889967705,885927424)
(-99049534,238571196)
(-729737447,-504568076)
(414450427,-420341080)
(-826059105,135614684)
(942385302,789634336)
(-928597664,95319995)
(23047034,-76823845)
(225794765,-752649615)
(146701130,-489004165)
(-479578690,-386024511)
(-20554192,-157419783)
(80989928,-269966825)
(-34341892,114472575)
(157005953,-523353575)
(99168548,-330562225)
(274876322,-916254805)
(-212600938,47977636)
(-817942520,344021626)
(217985849,-726619895)
(-257180053,-256670754)
(71116445,-237055215)
(-401208454,-747985482)
(-559443309,-842390338)
(523941540,419815891)
(903429046,-147706109)
(137241613,-924500932)
(42709550,-142365565)
(252307444,692668861)
(-234886680,93029647)
(-759629313,-803061045)
(506905867,-606668455)
(243918677,-813062655)
(852348042,-744731756)
(728813435,-638100402)
(-324883748,466565020)
(8527016,-28423785)
(27500840,-500046528)
(-823855951,-749029571)
(-402243205,-14572179)
(267721109,-892404095)
(-649520584,-682693039)
(146498849,-488329895)
(101146330,-586662687)
(477964214,276661808)
(-418754955,277807173)
(-732376146,-794565638)
(-92448132,-52329356)
(950626057,-29602794)
(262514285,-875048015)
(2347991,-7827035)
(-951442454,-319053477)
(-968873689,-803017158)
(-875590287,412621934)
(295672076,-985573985)
(70896275,-236321315)
(-237277492,790924575)
(25423307,-84744755)
(281989472,-939965305)
(-998692696,771843949)
(271055141,-903517535)
(140615257,-483072619)
(254441942,-848140205)
(73526024,-245087145)
(967351567,-62354835)
(51264128,-170880825)
(-11530481,-995966323)
(-394409851,-607776796)
(-155178347,-159807883)
(-321707204,409052871)
(445360864,-883302481)
(32536529,-108455495)
(89716553,-299055575)
(958645669,-228442674)
(68682068,-228940625)
(116435843,-388119875)
(4921739,-16406195)
(728376677,-996503919)
(-137354803,648087932)
(333818177,-583948182)
(75931352,-253104905)
(681674183,-209776810)
(239873162,-799577605)
(538374820,191322487)
(130820282,-436068005)
(107113346,-357044885)
(135712301,-452374735)
(175762985,-585877015)
(-516140357,-832543910)
(-558839800,458667859)
(149311208,-81812172)
(26154734,459254742)
(706565351,-326787484)
(-430727354,239943157)
(736818172,185648842)
(228982670,-763275965)
(-165837058,-672681527)
(9871389,-844344257)
(-182528615,-517425743)
(981376510,-215644985)
(95618393,-318728375)
(-195174762,909188335)
(127617572,-425392305)
(236324369,-787748295)
(-841693037,81846489)
(926232851,-261207329)
(880795801,-65286583)
(-281252323,937507345)
(628417852,-362338785)
(233403221,-778011135)
(-686667863,-741314031)
(710051635,-157654106)
(-239989239,-371298136)
(-754151443,789854075)
(164296958,-547656925)
(306689745,377977210)
(-660158902,731428704)
(179854175,-599514315)
(-981296304,-894651193)
(249714458,-832381925)
(479609686,-535387748)
(23707589,-79025695)
(63520547,-211735555)
(-227123764,385686044)
(-154104138,-273111958)
(720439093,43941148)
(-306075864,-388020977)
(588123863,115335989)
(129236786,-430789685)
(61242770,-204142965)
(44018147,-146727555)
(34829564,-116098945)
(297163154,-990544245)
(867726433,261384893)
(715881353,-288875845)
(2998328,-9994825)
(324850312,574083463)
(185335850,-617786565)
(577411839,-237463442)
(98852297,-329508055)
(-140878410,84724343)
(-681262804,-608113683)
(621098223,625279196)
(122378396,-407928385)
(20265143,-67550875)
(363539047,-461862016)
(580336534,189412653)
(292727441,-975758535)
(-374486779,-735293431)
(-358485029,-400585925)
(-88655329,295517365)
(358047344,-374994175)
(115687496,-385625385)
(153867848,-512893225)
(-128508071,905937947)
(157113755,-523712915)
(-653684755,-72766624)
(568150352,-157650545)
(-382615031,-563202923)
(314466638,-381073570)
(-332318256,759946822)
(-773908912,-537795864)
(736429340,555938581)
(-551755479,913710305)
(97417667,-324725955)
(748319932,159016147)
(-269640988,898802895)
(-55668028,569693760)
(229194557,-763982255)
(101799803,-339333075)
(92113670,-307045965)
(194362076,-647873985)
(-959637473,111605258)
(496843564,503810085)
(-815684869,370617761)
(206252953,665334497)
(247205152,-861995819)
(13602923,-45343475)
(870538118,-286958407)
(228612593,-762042375)
(-556391659,596463267)
(726094961,-879939832)
(175260971,-584203635)
(-987805947,-530647762)
(226636760,-755456265)
(-221495209,738316965)
(949599970,-595472443)
(125801030,-419337165)
(199757120,699408364)
(579350580,-747269239)
(-349016259,828638351)
(-43289074,749972165)
(-310527549,78551282)
(-73343214,-486999875)
(-373745393,-613555533)
(-504272229,-330664856)
(158880874,437839540)
(242394215,-807981115)
(-778119596,-411280488)
(212168095,-812846371)
(86390678,137843949)
(72999422,980614982)
(101499677,-338332655)
(106374344,-354581545)
(-661668557,559568636)
(11499364,-635725119)
(479245431,764789244)
(66150359,507041251)
(13999031,-46663835)
(-557279361,818998269)
(-527409829,510073926)
(2986022,-9953805)
